node_id,title,subject,published_date,price,level,realSchool,school,Page Rank,community,eigenvector centrality,closness centrality,betweeness centrality,weighted degree,degree,clustering coefficient
n430,Microsoft Exchange Server 2016 - 3: Mailbox Databases,Computer Science,04/13/2016,1~50,Introductory,Microsoft,Microsoft,0.001283217,9,0.069021937,0.351473923,0.035893269,37,21,0.571428571
n216,Blended Learning with edX,Education & Teacher Training,09/09/2015,noInfo,Introductory,ed,ed,0.000956,5,0.067695668,0.344597599,0.035223085,14,14,0.263736264
n199,Introduction to Biology - The Secret of Life,Biology & Life Sciences,05/01/2015,noInfo,Introductory,MIT,MIT,0.001263471,8,0.061861756,0.350361664,0.034997008,23,21,0.638095238
n105,Fundamentals of Six Sigma: Quality Engineering and Management,Business & Management,12/09/2015,1~50,Introductory,TUM,Others,0.001225586,6,0.090665526,0.365566038,0.03497247,22,22,0.614718615
n53,Cellular Solids Part 3: Applications in Nature,Engineering,12/01/2015,1~50,Introductory,MIT,MIT,0.000901,5,0.016454373,0.326453243,0.034928715,12,11,0.345454545
n515,Introduction to Applied Biostatistics: Statistics for Medical Research,Data Analysis & Statistics,10/22/2015,Closed,Intermediate,OsakaU,Others,0.000734,0,0.036838554,0.342617153,0.034830403,11,10,0.288888889
n524,Introduction to Drinking Water Treatment,Engineering,07/16/2015,Closed,Introductory,Delft,Delft,0.001097419,5,0.057068229,0.343833185,0.034399197,21,17,0.492647059
n50,Sustainable Soil Management: Soil for life,Environmental Studies,02/12/2016,1~50,Intermediate,Wageningen,Wageningen,0.001046522,5,0.033476225,0.347066726,0.034354945,15,15,0.428571429
n736,Forests and Livelihoods in Developing Countries,Environmental Studies,10/14/2014,Free,Introductory,UBC,UBC,0.000758,6,0.026266716,0.335062689,0.034343927,12,10,0.222222222
n504,Proteins: Biology's Workforce,Biology & Life Sciences,12/22/2015,Closed,Intermediate,Rice,Rice,0.000869,8,0.025084707,0.338280227,0.034291519,15,12,0.272727273
n211,Office 365: Managing Identities and Services with Hands-On Labs,Computer Science,08/05/2015,101~200,Introductory,Microsoft,Microsoft,0.001129203,9,0.072893603,0.366777094,0.034285871,23,19,0.497076023
n589,War for the Greater Middle East,History,05/26/2015,Closed,Intermediate,BU,BU,0.000912,14,0.010324557,0.29853621,0.034236968,10,10,0.377777778
n99,Marketing Analytics: Marketing Measurement Strategy,Business & Management,04/04/2016,51~100,Intermediate,UC Berkeley,UC Berkeley,0.001053985,6,0.056189907,0.352432924,0.034156401,18,16,0.325
n226,The Book: The Medieval Book of Hours: Art and Devotion in the Later Middle Ages,Literature,06/29/2015,Closed,Introductory,Harvard,Harvard,0.001342339,4,0.038837778,0.330490405,0.034121704,32,20,0.557894737
n621,Epidemics,Health & Safety,01/09/2015,Free,Intermediate,HKU,Others,0.000831,11,0.069413353,0.355016033,0.03398176,13,13,0.397435897
n148,"Marketing Analytics: Products, Distribution and Sales",Business & Management,04/04/2016,51~100,Introductory,UC Berkeley,UC Berkeley,0.000893,6,0.034200189,0.340959085,0.03379607,14,13,0.461538462
n509,Introduction to Venture Capital: How to Get Money for your Startup,Business & Management,11/06/2015,Closed,Intermediate,RWTH,Others,0.000807,6,0.030262852,0.331338179,0.03377768,12,11,0.309090909
n215,Learn Spanish: Basic Spanish for English Speakers,Education & Teacher Training,05/20/2015,1~50,Intermediate,UPValencia,UPValencia,0.000985,11,0.070725553,0.338132635,0.033700288,17,16,0.45
n749,AnatomyX: Musculoskeletal Cases,Biology & Life Sciences,04/15/2014,Free,Intermediate,Harvard,Harvard,0.00088,0,0.074830113,0.34475089,0.033568111,13,12,0.439393939
n69,Mobile Application Experiences Part 5: Reporting Research Findings,Computer Science,01/08/2016,1~50,Introductory,MIT,MIT,0.001027906,9,0.051443888,0.351155415,0.033376652,32,16,0.55
n461,Mobile Application Experiences Part 2: Mobile App Design,Computer Science,01/08/2016,Closed,Intermediate,MIT,MIT,0.001036675,9,0.030712277,0.328250741,0.032901327,31,15,0.619047619
n520,Natural Disasters,Energy & Earth Sciences,11/24/2015,Closed,Introductory,McGill,Others,0.000874,5,0.02398952,0.342163355,0.032660018,13,11,0.363636364
n19,Shakespeare on the Page and in Performance: Young Love,Literature,03/24/2016,1~50,Introductory,Wellesley,Wellesley,0.000674,9,0.021850381,0.316973415,0.032653334,9,7,0.238095238
n599,Organ Transplantation - Ethical and Legal Challenges,Law,06/23/2015,Closed,Introductory,UAM,Others,0.000892,0,0.058285581,0.360632852,0.032491893,15,14,0.450549451
n464,Energy Subsidy Reform,Economics & Finance,04/10/2015,Free,Intermediate,IMF,IMF,0.00074,14,0.024742769,0.344904317,0.032332359,10,10,0.266666667
n233,"Saving Schools, Mini-Course 1: History and Politics of U.S. Education",Education & Teacher Training,09/01/2015,Closed,Introductory,Harvard,Harvard,0.000953,14,0.077204668,0.355504587,0.032272404,21,14,0.505494505
n227,M&A Professional Certificate Part 4 ? Free Cash Flow Modeling,Economics & Finance,06/30/2015,201~300,Intermediate,new-york Institute of Finance,new-york Institute of Finance,0.000918,6,0.033388988,0.332190313,0.032040667,29,13,0.525641026
n124,Accountant in Business,Business & Management,03/31/2016,51~100,Intermediate,ACCA,ACCA,0.001286297,1,0.17978302,0.375666505,0.031928781,30,25,0.626666667
n587,Introduction to Italian Opera,Music,07/01/2015,Closed,Intermediate,Dartmouth,Others,0.001171578,15,0.043111561,0.348001796,0.031690918,21,18,0.496732026
n165,Exploring Humans¡¯ Space: An Introduction to Geographicity,Social Sciences,02/05/2016,1~50,Intermediate,EPFL,EPFL,0.000794,15,0.016073855,0.338871885,0.031689513,10,10,0.355555556
n266,The Ancient Greek Hero in 24 Hours,Humanities,11/13/2015,Closed,Intermediate,Harvard,Harvard,0.000854,4,0.020684217,0.337249782,0.031675407,11,11,0.454545455
n743,"Poetry in America: Nature and Nation, 1700-1850",Literature,07/21/2014,Free,Introductory,Harvard,Harvard,0.000945,14,0.009051489,0.29311649,0.031582113,17,10,0.466666667
n656,Communicating Strategically,Communication,06/03/2015,Closed,Introductory,Purdue,Purdue,0.000852,1,0.062412246,0.352753755,0.031521848,15,13,0.269230769
n674,Paradox and Infinity,Philosophy & Ethics,04/30/2015,Closed,Intermediate,MIT,MIT,0.000694,15,0.023305311,0.345673506,0.031112561,9,9,0.388888889
n213,M&A Professional Certificate Part 2 ? Concepts and Theories: Advanced Topics,Economics & Finance,06/30/2015,201~300,Intermediate,new-york Institute of Finance,new-york Institute of Finance,0.001045518,6,0.058353181,0.338132635,0.030984365,34,17,0.529411765
n748,Shakespeare: On the Page and in Performance,History,11/13/2013,Free,Intermediate,Wellesley,Wellesley,0.000796,9,0.009176953,0.312626059,0.03072176,11,8,0.321428571
n120,Dubliners by Joyce: BerkeleyX Book Club,Humanities,11/10/2015,1~50,Introductory,UC Berkeley,UC Berkeley,0.001024673,4,0.048161522,0.342012357,0.030695544,15,15,0.638095238
n399,Principles of Electronic Biosensors,Electronics,11/02/2015,Closed,Introductory,Purdue,Purdue,0.000731,9,0.021844369,0.328668363,0.030578234,8,8,0.285714286
n281,Italian Language and Culture: Intermediate,Language,12/09/2015,1~50,Intermediate,Wellesley,Wellesley,0.000995,15,0.03080728,0.340360123,0.030540817,21,15,0.361904762
n131,Marketing Analytics: Price and Promotion Analytics,Business & Management,04/04/2016,51~100,Introductory,UC Berkeley,UC Berkeley,0.000971,7,0.133503268,0.354204753,0.030089498,17,17,0.455882353
n267,Advanced Introductory Classical Mechanics,Physics,11/20/2015,Free,Introductory,MIT,MIT,0.001705175,8,0.091159626,0.350203344,0.030083105,34,30,0.64137931
n210,Teaching with Davidson Next,Education & Teacher Training,07/23/2015,1~50,Introductory,Davidson Next,Davidson Next,0.000865,0,0.061911126,0.350045167,0.029855682,13,13,0.358974359
n683,Introduction to Bootstrap ? A Tutorial,Computer Science,05/14/2015,Closed,Intermediate,Microsoft,Microsoft,0.000917,9,0.028608324,0.334195774,0.02976128,15,13,0.333333333
n526,"Engineering Software as a Service (Saas), Part 2",Computer Science,08/27/2015,1~50,Introductory,UC Berkeley,UC Berkeley,0.000825,11,0.035315352,0.340360123,0.029067979,17,12,0.424242424
n735,Poetry in America: Whitman,Literature,10/21/2014,Free,Introductory,Harvard,Harvard,0.001059156,14,0.014627148,0.308641975,0.02901356,21,12,0.621212121
n391,Poetry in America: Modernism,Art & Culture,12/21/2015,Closed,Advanced,Harvard,Harvard,0.001059156,14,0.014627148,0.308641975,0.02901356,15,12,0.621212121
n37,Basic Mandarin Chinese ? Level 2,Language,03/24/2016,1~50,Advanced,Mandarin,Others,0.00111046,15,0.039162831,0.337103088,0.028960919,19,17,0.610294118
n103,Making Biologic Medicines for Patients: The Principles of Biopharmaceutical Manufacturing,Biology & Life Sciences,04/11/2016,1~50,Introductory,MIT,MIT,0.000754,8,0.025132669,0.341259357,0.028960416,20,10,0.488888889
n345,Developing Windows 10 Universal Apps - Part 2,Computer Science,03/16/2016,1~50,Intermediate,Microsoft,Microsoft,0.001196403,9,0.041524433,0.336225597,0.028799776,27,19,0.502923977
n14,Introduction to Python for Data Science,Data Analysis & Statistics,02/19/2016,1~50,Advanced,Microsoft,Microsoft,0.001929269,7,0.662425005,0.399484536,0.0287125,48,46,0.81352657
n204,Electronic Interfaces: Bridging the Physical and Digital Worlds,Electronics,05/18/2015,Closed,Intermediate,UC Berkeley,UC Berkeley,0.000711,9,0.010342612,0.315168768,0.028703855,9,8,0.25
n452,Call of the Wild by London: BerkeleyX Book Club,Humanities,01/15/2015,Closed,Introductory,UC Berkeley,UC Berkeley,0.0011303,4,0.040306137,0.332332762,0.028648506,18,16,0.6
n159,Macroeconomic Forecasting,Economics & Finance,03/15/2016,1~50,Introductory,IMF,IMF,0.000919,6,0.083011334,0.363508443,0.028620324,16,15,0.342857143
n75,Electronic Materials and Devices,Engineering,03/18/2016,1~50,Introductory,MIT,MIT,0.000793,8,0.033183916,0.340509666,0.028526979,12,10,0.533333333
n733,"Electricity & Magnetism, Part 1",Physics,12/15/2014,Closed,Introductory,Rice,Rice,0.000906,9,0.01926338,0.312878482,0.028493898,14,11,0.363636364
n536,Introduction to Feedback Control Theory,Engineering,12/09/2015,noInfo,Introductory,MIT,MIT,0.000891,11,0.065838537,0.361473881,0.028452926,14,14,0.384615385
n206,AP¢ç Calculus: Challenging Concepts from Calculus AB & Calculus BC,Math,07/01/2015,1~50,Introductory,Davidson Next,Davidson Next,0.001100689,8,0.049285162,0.346136668,0.028447701,23,17,0.492647059
n501,Culture of Services: New Perspective on Customer Relations,Business & Management,11/23/2015,Closed,Advanced,KyotoU,KyotoU,0.000758,9,0.030677781,0.341861491,0.028349231,11,11,0.381818182
n671,Making Science and Engineering Pictures: A Practical Guide to Presenting Your Work,Communication,03/30/2015,Closed,Intermediate,MIT,MIT,0.000628,8,0.020821782,0.323725982,0.028027867,6,6,0.133333333
n632,Introduction to Solid State Chemistry,Chemistry,08/05/2015,Closed,Advanced,MIT,MIT,0.001109525,8,0.031748023,0.320778146,0.027965525,19,16,0.391666667
n497,Mobile Application Experiences Part 1: From a Domain to an App Idea,Computer Science,12/21/2015,Closed,Introductory,MIT,MIT,0.001253985,9,0.044226205,0.340959085,0.027963695,39,20,0.468421053
n429,Microsoft Exchange Server 2016 - 2: Client Access Services,Computer Science,04/13/2016,1~50,Intermediate,Microsoft,Microsoft,0.001283232,9,0.072222386,0.357637287,0.027727107,39,22,0.506493506
n732,Innovation and Commercialization,Business & Management,09/11/2014,Closed,Intermediate,MIT,MIT,0.000751,6,0.019291175,0.326315789,0.027596915,10,10,0.466666667
n160,The Science of Learning--What Every Teacher Should Know,Education & Teacher Training,01/08/2016,1~50,Introductory,TeachersCollege,Others,0.000944,0,0.079222459,0.347222222,0.027438208,16,15,0.39047619
n554,Philosophy: Minds and Machines,Philosophy & Ethics,07/24/2015,Closed,Introductory,MIT,MIT,0.000859,10,0.016254628,0.330772514,0.02729344,12,11,0.436363636
n153,Reclaiming Broken Places: Introduction to Civic Ecology,Biology & Life Sciences,02/18/2016,1~50,Introductory,Cornell,Cornell,0.000843,5,0.026943258,0.345982143,0.027262181,11,11,0.272727273
n297,Flight Vehicle Aerodynamics,Engineering,09/22/2015,Free,Introductory,MIT,MIT,0.000564,9,0.004538304,0.277877375,0.027228133,4,4,0.5
n22,China (Part 1): Political and Intellectual Foundations: From the Sage Kings to Confucius and the Legalists,History,03/07/2016,51~100,Introductory,Harvard,Harvard,0.001117467,15,0.030068652,0.324539363,0.027124186,26,16,0.683333333
n263,Preparing for the AP* Chemistry Exam ? Part 1,Chemistry,12/22/2015,Closed,Intermediate,Cooper Union,Others,0.000864,8,0.035740397,0.333046841,0.02709783,21,12,0.393939394
n264,Preparing for the AP* Chemistry Exam ? Part 2,Chemistry,12/22/2015,Closed,Introductory,Cooper Union,Others,0.000864,8,0.035740397,0.333046841,0.02709783,21,12,0.393939394
n142,Algorithms,Computer Science,02/01/2016,1~50,Introductory,IITBombay,IITBombay,0.000775,7,0.043256454,0.322782174,0.026881292,12,10,0.222222222
n713,"Discrete Time Signals and Systems, Part 2: Frequency Domain",Engineering,01/07/2015,Closed,Intermediate,Rice,Rice,0.000732,11,0.0417742,0.345827755,0.026741232,20,11,0.381818182
n745,Representations of HIV/AIDS,Biology & Life Sciences,12/18/2013,Closed,Intermediate,Davidson,Davidson,0.000628,8,0.011570728,0.327004219,0.026740102,7,7,0.19047619
n341,Introduction to Linux,Computer Science,03/16/2016,51~100,Introductory,LinuxFoundation,Others,0.000533,9,0.011068055,0.30987605,0.026523555,5,5,0.1
n662,"Sustainability, Resilience, and Society",Social Sciences,04/14/2015,noInfo,Advanced,UWashington,UWashington,0.000982,5,0.04902973,0.360968794,0.026494084,15,15,0.352380952
n663,Creative Problem Solving and Decision Making,Business & Management,04/30/2015,Closed,Introductory,Delft,Delft,0.000687,11,0.023905777,0.314656922,0.026482236,8,8,0.25
n334,Working in Teams: A Practical Guide,Social Sciences,02/09/2016,51~100,Intermediate,UQ,UQ,0.000646,7,0.011983658,0.323590814,0.026214058,7,7,0.19047619
n64,Foundations of Data Structures,Computer Science,02/01/2016,1~50,Intermediate,IITBombay,IITBombay,0.001846749,7,0.647451638,0.400931195,0.025802777,47,44,0.875264271
n80,Transitioning to Microsoft Exchange Server 2016,Computer Science,04/15/2016,1~50,Introductory,Microsoft,Microsoft,0.001044617,9,0.043872564,0.32345576,0.025593117,30,17,0.705882353
n567,"Science at the Polls: Biology for Voters, Part 2",Biology & Life Sciences,05/30/2015,Closed,Introductory,UC Berkeley,UC Berkeley,0.001089604,8,0.058875094,0.348471223,0.025522627,21,18,0.790849673
n133,What Now? Emerging Technologies and Their Practical Application in K12 Teaching and Learning.,Education & Teacher Training,12/22/2015,1~50,Introductory,UTArlington,Others,0.000902,5,0.047647814,0.355504587,0.025504444,14,14,0.395604396
n251,First Nights: Handel¡¯s Messiah and Baroque Oratorio,Music,08/19/2015,Closed,Intermediate,Harvard,Harvard,0.001061755,15,0.028392378,0.333046841,0.025413282,19,15,0.666666667
n643,Molecular Biology - Part 1: DNA Replication and Repair,Biology & Life Sciences,07/10/2015,Closed,Introductory,MIT,MIT,0.000988,8,0.02690377,0.326453243,0.02540593,19,14,0.406593407
n274,Developing Windows 10 Universal Apps - Part 3,Computer Science,01/20/2016,1~50,Introductory,Microsoft,Microsoft,0.000928,9,0.030809862,0.329366766,0.0252073,20,14,0.648351648
n390,Solving Public Policy Problems: UC Berkeley¡¯s Eightfold Path,Social Sciences,04/06/2016,1~50,Advanced,UC Berkeley,UC Berkeley,0.000864,6,0.078725078,0.365566038,0.024785836,14,14,0.373626374
n577,"Fundamentals of Immunology, Part 1",Biology & Life Sciences,07/27/2015,Closed,Introductory,Rice,Rice,0.000912,8,0.032592542,0.341710758,0.024540977,19,13,0.41025641
n727,artificial-intelligence,Computer Science,12/29/2014,Free,Introductory,UC Berkeley,UC Berkeley,0.000725,11,0.056648332,0.34475089,0.024496736,11,11,0.381818182
n657,Media LIT: Overcoming Information Overload,Communication,04/24/2015,Closed,Introductory,ASU,ASU,0.000721,9,0.029154112,0.348784878,0.024234076,10,10,0.333333333
n78,Microsoft Exchange Server 2016 - 5: Hybrid Topologies with Office 365,Computer Science,04/14/2016,1~50,Introductory,Microsoft,Microsoft,0.000944,9,0.050998047,0.342163355,0.02411807,26,15,0.580952381
n401,Implementing Real-Time Analysis with Hadoop in Azure HDInsight,Computer Science,04/11/2016,1~50,Introductory,Microsoft,Microsoft,0.000817,7,0.074638836,0.331196581,0.023422974,17,13,0.487179487
n690,Poetry in America: The Civil War and Its Aftermath,Literature,03/16/2015,Closed,Intermediate,Harvard,Harvard,0.001202452,14,0.010537699,0.290806754,0.023378168,23,13,0.461538462
n87,Classroom Strategies for Inquiry-Based Learning,Education & Teacher Training,11/13/2015,1~50,Introductory,UTAustin,UTAustin,0.000784,5,0.030570728,0.342163355,0.023146584,11,11,0.327272727
n530,AP¢ç Physics 1 - Part 2: Rotational Motion,Physics,07/24/2015,Closed,Introductory,Rice,Rice,0.001531409,8,0.088110975,0.349099099,0.023024887,41,27,0.700854701
n759,Introduction to Statistics: Inference,Data Analysis & Statistics,02/06/2014,Closed,Introductory,UC Berkeley,UC Berkeley,0.000743,7,0.035144105,0.338723776,0.022761079,14,10,0.333333333
n15,Introduction to Investments,Business & Management,03/16/2016,1~50,Introductory,IIMB,IIMB,0.00140664,6,0.085870585,0.348471223,0.022392296,29,25,0.636666667
n172,Design and Development of Games for Learning,Education & Teacher Training,03/09/2016,51~100,Intermediate,MIT,MIT,0.000723,5,0.040714441,0.349413886,0.022035448,12,10,0.333333333
n627,"Transforming Business, Society, and Self with U.Lab",Business & Management,06/10/2015,Free,Introductory,MIT,MIT,0.000868,5,0.04587639,0.339614373,0.021983358,13,13,0.538461538
n482,Preparing for the AP* Physics C: Electricity and Magnetism Exam,Physics,01/29/2016,Closed,Introductory,Georgetown,Georgetown,0.000571,9,0.024545087,0.344138544,0.02196012,8,7,0.285714286
n667,Principles of Biochemistry,Biology & Life Sciences,03/27/2015,Closed,Introductory,Harvard,Harvard,0.000665,8,0.040564001,0.353075171,0.021248362,11,9,0.611111111
n513,How to Write a Novel? Part 1: Plan & Outline,Literature,07/16/2015,201~300,Introductory,UBC,UBC,0.000935,1,0.024652002,0.327972916,0.021121872,19,13,0.538461538
n253,Creating Video for the edX Platform,Education & Teacher Training,11/19/2015,noInfo,Introductory,ed,ed,0.000616,6,0.014804096,0.324132162,0.020839776,7,7,0.047619048
n32,Computer Graphics,Computer Science,03/04/2016,1~50,Introductory,UC San Diego,Others,0.000975,11,0.108557279,0.349729242,0.020825119,18,18,0.699346405
n125,Financial Accounting,Business & Management,03/31/2016,51~100,Introductory,ACCA,ACCA,0.001312925,6,0.097076178,0.354366712,0.020787612,37,24,0.706521739
n101,Reinvent Yourself: Unleash Your Creativity,Science,04/21/2016,51~100,Introductory,UTHealthSPH,Others,0.000799,6,0.0262433,0.343224092,0.020778174,15,11,0.472727273
n481,The Software Architect Code: Building the Digital World,Computer Science,07/27/2015,Closed,Intermediate,UC3M,UC3M,0.000934,6,0.083667722,0.373314066,0.020608853,16,16,0.5
n326,Introduction to jQuery,Computer Science,02/26/2016,1~50,Introductory,Microsoft,Microsoft,0.000724,9,0.013591584,0.311745776,0.020564894,10,8,0.464285714
n445,Foundations of Data Analysis - Part 2: Inferential Statistics,Math,10/05/2015,Closed,Introductory,UTAustin,UTAustin,0.001939234,7,0.662071024,0.401554404,0.020468541,59,46,0.828019324
n207,AP¢ç Macroeconomics: Challenging Concepts,Economics & Finance,07/01/2015,1~50,Intermediate,Davidson Next,Davidson Next,0.0006,6,0.024261032,0.336517586,0.020467776,11,8,0.285714286
n63,English for Journalists: Free Speech and Media Trends,Communication,02/08/2016,1~50,Introductory,UC Berkeley,UC Berkeley,0.000937,1,0.036594227,0.340809147,0.02046722,17,14,0.637362637
n257,"How to Save a Life: CPR, AED and First Aid",Health & Safety,11/25/2015,Free,Introductory,Save A Life,Others,0.000774,0,0.032107915,0.325630252,0.020294988,12,10,0.311111111
n686,Discrete-Time Signal Processing,Computer Science,05/14/2015,51~100,Introductory,MIT,MIT,0.001304441,11,0.123941429,0.370105062,0.020165665,29,25,0.803333333
n672,Math in Sports,Math,12/08/2014,Closed,Advanced,NotreDame,Others,0.000668,8,0.024714693,0.332190313,0.01995331,8,8,0.25
n163,Agile Development Using Ruby on Rails - Advanced,Computer Science,02/03/2016,51~100,Introductory,UC Berkeley,UC Berkeley,0.000531,11,0.018864963,0.326728499,0.019864717,12,6,0.466666667
n564,Pride and Prejudice by Austen: BerkeleyX Book Club,Humanities,01/08/2015,Closed,Introductory,UC Berkeley,UC Berkeley,0.001337503,4,0.048550179,0.335643136,0.019655673,32,20,0.710526316
n737,ISSCC Previews: Circuit and System Insights,Electronics,11/07/2014,Free,Introductory,IEEE,IEEE,0.000795,9,0.015873155,0.324947589,0.019650627,14,10,0.8
n248,"Visualizing Japan (1850s-1930s): Westernization, Protest, Modernity",Art & Culture,10/28/2015,Closed,Intermediate,HarvardX&MIT,Others,0.000618,5,0.020159533,0.316714344,0.019594293,7,6,0.333333333
n230,Circuits and Electronics 3: Applications,Electronics,09/16/2015,1~50,Intermediate,MIT,MIT,0.00096,9,0.023562472,0.327418673,0.01924676,22,13,0.538461538
n540,Optimizing Microsoft Windows Server Storage,Computer Science,10/16/2015,Closed,Advanced,Microsoft,Microsoft,0.001344365,9,0.070232312,0.347689547,0.019119248,36,23,0.581027668
n542,Lessons from Ebola: Preventing the Next Pandemic,Health & Safety,10/14/2015,Closed,Intermediate,Harvard,Harvard,0.001743968,0,0.363656208,0.381210034,0.019067745,39,38,0.862019915
n634,Introduction to Human Evolution,Biology & Life Sciences,09/02/2015,Closed,Intermediate,Wellesley,Wellesley,0.000926,10,0.051234782,0.357307515,0.018961554,16,14,0.538461538
n623,How to Write an Essay,Humanities,07/13/2015,Closed,Introductory,UC Berkeley,UC Berkeley,0.001167893,1,0.042721592,0.347689547,0.018898518,29,18,0.594771242
n673,"The Divine Comedy: Dante's Journey to Freedom, Part 3 (Paradiso)",Humanities,08/12/2014,Closed,Intermediate,Georgetown,Georgetown,0.0006,14,0.003656646,0.274822695,0.018731292,10,4,0.666666667
n290,Useful Genetics Part 1: How Our Genes Shape Us,Biology & Life Sciences,12/23/2015,1~50,Intermediate,UBC,UBC,0.000747,8,0.021938407,0.331196581,0.018649182,13,10,0.4
n28,China (Part 6): The Manchus and the Qing Dynasty,History,03/07/2016,51~100,Intermediate,Harvard,Harvard,0.001056484,15,0.028040738,0.315939666,0.018630802,27,15,0.771428571
n596,Introduction to Deep Earth Science ? Part 1,Science,06/15/2015,Closed,Intermediate,TokyoTech,Others,0.000984,5,0.05613146,0.34368071,0.018629489,16,15,0.561904762
n516,Jazz Appreciation,History,09/04/2015,Closed,Introductory,UTAustin,UTAustin,0.000981,15,0.027593368,0.333190026,0.018474655,16,14,0.747252747
n765,Street-Fighting Math,Math,01/24/2014,Free,Advanced,MIT,MIT,0.000585,6,0.016550817,0.328807807,0.018311555,7,7,0.285714286
n11,Introduction to Marketing,Business & Management,11/23/2015,1~50,Advanced,UBC,UBC,0.001017075,6,0.046489638,0.343376163,0.018250482,17,16,0.45
n576,Making Government Work in Hard Places,Social Sciences,09/15/2015,Free,Introductory,Princeton,Others,0.000626,14,0.028809183,0.342163355,0.01809628,8,8,0.107142857
n495,"Jazz: The Music, The Stories, The Players",Music,10/01/2015,Closed,Introductory,Hamilton,Others,0.000951,15,0.035863431,0.342465753,0.018095852,15,14,0.736263736
n321,Greatest Unsolved Mysteries of the Universe,Energy & Earth Sciences,02/10/2016,1~50,Introductory,ANU,ANU,0.000919,8,0.011977645,0.314656922,0.01806648,17,10,0.644444444
n83,Tropical Coastal Ecosystems,Biology & Life Sciences,03/15/2016,51~100,Intermediate,UQ,UQ,0.000612,5,0.035483392,0.341409692,0.018065552,8,8,0.285714286
n731,Modeling Climate Change,Environmental Studies,10/09/2014,Closed,Introductory,UChicago,Others,0.000731,5,0.02679011,0.327418673,0.017935437,12,10,0.466666667
n175,Supply Chain Analytics,Business & Management,03/09/2016,101~200,Intermediate,MIT,MIT,0.0008,6,0.059532009,0.348941918,0.017918052,31,12,0.439393939
n294,Topology in Condensed Matter: Tying Quantum Knots,Physics,10/07/2015,Free,Intermediate,Delft,Delft,0.000754,8,0.021640991,0.307539683,0.017892219,10,10,0.488888889
n205,On-Ramp to AP* Calculus,Math,07/16/2015,Closed,Introductory,Weston High School,Others,0.001095406,8,0.031431777,0.32769556,0.017830256,16,16,0.583333333
n377,Digital Branding and Engagement,Business & Management,01/20/2016,Closed,Introductory,Curtin,Others,0.000781,9,0.053136051,0.358298659,0.017496366,13,12,0.484848485
n234,"Saving Schools, Mini-Course 2: Teacher Policies",Education & Teacher Training,09/01/2015,Closed,Intermediate,Harvard,Harvard,0.000848,14,0.056585681,0.348941918,0.01743424,17,12,0.515151515
n186,Introduction to Algebra,Math,09/02/2014,1~50,Intermediate,SchoolYourself,Others,0.000726,7,0.080109333,0.343072156,0.01740506,11,11,0.4
n506,Becoming an Entrepreneur,Business & Management,12/22/2015,Closed,Introductory,MIT,MIT,0.001202025,1,0.166507523,0.376396309,0.017281149,26,23,0.71541502
n192,Anthropology of Current World Issues,Humanities,05/11/2015,Closed,Intermediate,UQ,UQ,0.000505,0,0.020070216,0.331196581,0.017194067,6,6,0.4
n575,"The Beauty and Joy of Computing (CS Principles), Part 2",Computer Science,08/29/2014,Closed,Introductory,UC Berkeley,UC Berkeley,0.001263093,11,0.144742264,0.365049458,0.01714935,47,25,0.59
n451,"The Beauty and Joy of Computing (CS Principles), Part 4",Computer Science,08/29/2014,Closed,Introductory,UC Berkeley,UC Berkeley,0.001263093,11,0.144742264,0.365049458,0.01714935,47,25,0.59
n538,"The Beauty and Joy of Computing (CS Principles), Part 3",Computer Science,08/29/2014,Closed,Intermediate,UC Berkeley,UC Berkeley,0.001263093,11,0.144742264,0.365049458,0.01714935,47,25,0.59
n366,Conversational English Skills,Art & Culture,02/25/2016,1~50,Introductory,Tsinghua,Tsinghua,0.000943,1,0.033967321,0.330349531,0.016432667,15,14,0.648351648
n46,Global Inequality,Social Sciences,04/06/2016,1~50,Introductory,Wellesley,Wellesley,0.000676,0,0.027036403,0.335207612,0.016342794,11,9,0.444444444
n682,Calculus 1A: Differentiation,Math,09/09/2014,Closed,Introductory,MIT,MIT,0.001016384,8,0.035201448,0.326178451,0.016192432,19,15,0.676190476
n171,The Jungle by Sinclair: BerkeleyX Book Club,Humanities,11/10/2015,1~50,Introductory,UC Berkeley,UC Berkeley,0.000957,4,0.037121714,0.3248114,0.016150398,13,13,0.846153846
n638,Introduction to Sociology,Social Sciences,05/21/2015,Closed,Intermediate,UTPermianBasin,Others,0.000654,0,0.05223666,0.338280227,0.01601324,13,10,0.377777778
n650,Effects of Radiation: An Introduction to Radiation and Radioactivity,Science,04/21/2015,Closed,Introductory,OEC,OEC,0.00053,5,0.008583043,0.289719626,0.015920732,5,5,0.2
n730,Library Advocacy Unshushed,Art & Culture,12/12/2014,Free,Introductory,University of Toronto,University of Toronto,0.000548,6,0.024787439,0.332047986,0.01567153,7,7,0.285714286
n221,"The Book: Monasteries, Schools, and Notaries, Part 1: Reading the Late Medieval Marseille Archive",Humanities,07/07/2015,Closed,Introductory,Harvard,Harvard,0.000751,4,0.017565982,0.312626059,0.015669846,14,9,0.583333333
n337,How to Code: Systematic Program Design - Part 2,Computer Science,02/03/2016,1~50,Introductory,UBC,UBC,0.001030087,11,0.085214799,0.360297536,0.015605031,26,18,0.54248366
